Name,Lecture,Comment,Time,Likes,Reply Count,Sentiments
@anjumaslam336,1,Yes sir I am,2023-07-26T15:09:43Z,0,0,positive
@adnanabbas7767,1,Salute to both of you Sir❤😊  teaching free course❤😊,2023-07-25T21:22:51Z,0,0,positive
@Lets-learn11,1,Filhal phla lec to sar k.oper se guzar gaya 😅 <br><br>But jab tak torenge nahen tab tak chorenge nhen wada raha irfan sir 😅 <br><br>Btw gulabi dil for both of u and for your team ❤,2023-07-25T16:51:59Z,0,0,positive
@mashh3030,1,"Mr. Irfan, I discovered you a few days ago. Result: I have actually dumped my comfort zone for the 1st time in life.<br>Starting this basic AI Course today with 2 End goals:<br>1. Reduce my body over-weight of 14KG<br>2. Nail the up-coming Hackathon<br>&quot;The game is ON&quot;<br>See you soon, Irfan bhai.",2023-07-25T15:36:41Z,20,8,positive
@asmashahzadi7019,1,In supervise learning there is a label data,2023-07-25T12:08:24Z,0,0,neutral
@ahmedchanna4415,1,Sir you are delivering a very professional  lectures....,2023-07-25T10:31:49Z,0,0,positive
@mrmdtv5448,1,Spam kiya ha?,2023-07-25T05:14:53Z,1,2,not
@Beatitudowithkzh,1,"Online session khn sy join krny hn aap k ..jhn pr aap assignment wgyra send krn gy <a href=""https://www.youtube.com/watch?v=3tDE4hDaYgw&amp;t=8m23s"">8:23</a>",2023-07-25T04:54:13Z,0,0,neutral
@computertraining7779,1,Thanks sir,2023-07-24T19:46:39Z,0,0,positive
@amsha3083,1,"Sir Irfan Malik and all his teammates thanks for the course. Moreover, Is there a platform if some one have bugs in the code you are explaining while doing practice oneself",2023-07-24T09:43:40Z,1,0,positive
@mishalakram6945,1,Where you take physical class?,2023-07-24T07:31:02Z,1,0,neutral
@JamshedKhan-vp6um,1,Nice,2023-07-23T10:10:25Z,0,0,positive
@adeelakanwal0628,1,Thanks you so much sir...<br>You made this easy even for a lay man...may Allah bless you..,2023-07-23T09:14:54Z,1,0,positive
@smkinfotech7885,1,Aoa Sir how we I use AI for geology model,2023-07-23T09:01:26Z,0,0,neutral
@aacollaboration8673,1,Ii really dont know about this..,2023-07-23T05:14:33Z,0,0,negative
@muhammadnawaz1242,1,"The section was outstanding, Amazing, Informative, Learning full, I think you guys clear the basic concepts of AI, from the root Level in very simple &amp; easy language..... I highly appreciate your efforts. Thank you very much for this opportunity. Keep it up. Pakistan with you.",2023-07-23T05:06:15Z,1,0,positive
@classicurdutales9055,1,Reallu Amazing! Masha Allah. Truly appreciable.,2023-07-23T04:30:37Z,1,0,positive
@jadojan5173,1,Mein aik mah bad sikhna shuro kiya after months,2023-07-23T02:38:55Z,0,0,positive
@asmasaif4369,1,Sir can I  do.  Because I don&#39;t know  about computer,2023-07-22T20:42:34Z,1,1,negative
@husnaanwar297,1,I m a teacher and I am interested in AI,2023-07-22T19:22:34Z,0,0,positive
@sanarasool7146,1,"Assalamualaikum Sir, thank you so much for online session ✨ great efforts💫",2023-07-22T17:38:58Z,1,0,positive
@abdulkarim4225,1,love from panjgur <br>balochistan,2023-07-22T11:36:18Z,0,0,positive
@shyguy1hassan811,1,is  it  paid  or   free?,2023-07-22T08:54:41Z,1,1,not
@shyguy1hassan811,1,where  can i find  full course   of  4 months?,2023-07-22T08:54:23Z,1,1,neutral
@shyguy1hassan811,1,How many  videos  are  used to conclude  lecture  1?,2023-07-22T08:52:43Z,0,0,neutral
@shyguy1hassan811,1,great  job  sir,2023-07-22T08:51:32Z,0,0,positive
@wardamubashar1780,1,Which youtuer teach Prompt engineering,2023-07-22T08:06:45Z,0,0,neutral
@siddikjaangda2963,1,"Never expected such a unique method of teaching. Even a<br> layman can be a professional, if he can take keen interest.",2023-07-22T05:56:02Z,4,2,positive
@Sadiq-Ali-Edu,1,"Sadiq Ali, Okara...sir Irfan and Sir Doctor sahb....thanks",2023-07-21T12:41:54Z,1,0,positive
@mohdammar7798,1,love from 🇮🇳,2023-07-21T04:53:02Z,1,1,positive
@suneelnagdev6092,1,Plz mujhy koi with example machine learning ka concept clear krwa den?,2023-07-20T17:22:09Z,0,0,neutral
@iqraiqbal3365,1,great,2023-07-20T08:47:00Z,0,0,positive
@alwazdesk873,1,"<a href=""https://youtu.be/kWigiKgRJxQ"">https://youtu.be/kWigiKgRJxQ</a> <br>Artificial intelligence lecture 1",2023-07-19T10:44:40Z,0,0,not
@khabbabaslam5969,1,سر اگر انگلش کی اصطلاحات استعمال کرنے کی بجاے اردو استعمال کریں تو اچھی طرح سمجھ آجاے گی<br>سنو اصطلاحات کورس کی ہیں وہ تو انگلش میں ہی ہوں لیکن اپنے الفاظ میں برائے مہربانی اردو اصطلاحات استعمال کریں,2023-07-19T07:23:53Z,1,1,negative
@paramountinvestmenttv,1,Great Initiative - That&#39;s really super 💖<br>Appreciated Mr. Irfan Malik and his Team member.,2023-07-19T05:45:17Z,0,0,positive
@169.wassamwasim3,1,@irfanMalik How Pharmacist can get benefits from AI?,2023-07-19T02:44:58Z,1,0,neutral
@MrKHAN-go7ig,1,What a man salute you sir ❤,2023-07-18T18:34:43Z,1,0,positive
@user-ng4xo7gt8c,1,Sir Thank you for the lecture i am willing to learn AI and Prompt engineering,2023-07-18T17:15:21Z,0,0,positive
@davijones6936,1,Sir I&#39;m always a big fan of your contents but can you do a course about cyber security thank you,2023-07-18T09:25:24Z,1,0,positive
@MumtazWazeer,1,Love you sir,2023-07-17T08:37:20Z,0,0,positive
@hamzayaz,1,SALUTE for your efforts ❤,2023-07-16T21:44:41Z,0,0,positive
@mukhtiarwzr4829,1,سر اللہ تعالیٰ دونوں جہاں میں کامیابیاں عطاء فرمائے آمین <br>Outstanding steps towards AI ❤️❤️❤️,2023-07-16T08:40:53Z,0,0,positive
@funzaman,1,پوری ٹیم کا بھت شکریہ سلا مت رھیں,2023-07-16T08:02:20Z,0,0,positive
@mahwish6519,1,Thankyou sir im a house wife a single parent and listen the class your efforts are remarkble..you define AI in very easy language story.imnot a technical person but still i gain knowledge and persue my children to aware new upcoming technologies.,2023-07-15T21:46:17Z,71,5,positive
@uppalnewsurdu,1,جی Ai ایک جدید ٹیکنالوجی ہے لیکن یہ بہت سارے لوگوں کو بے روزگار کردے گی ڈرئیور کی جاب کھا جائے گی بغیر ڈرائیور کے کار چلیں گی ڈرائیور کہاں جائیں گے فکٹریوں میں کام کرنے والے لوگ کہاں جائیں گے ظاہر فیکٹریوں میں 30/40/50 سال کے لوگ نوکریاں کرتے ہیں وہ کیا کریں گے کونسا کام کریں گے اس ٹیکنالوجی سے فائدہ تو ہوگا آدھی سے زیادہ دنیا بے روزگار ہوجائے گی,2023-07-15T07:39:55Z,1,0,negative
@maryamkhan-sm4sn,1,"Assalam o alikum sir<br>Sir Irfan, I am very thankful to you that you started new and latest AI course and I think you are first high rank YouTuber for Pakistan because before you any Pakistani person launched any correct and highly updated course. Allah Pakistan ki situations ko better kary. Ammen",2023-07-15T05:02:40Z,3,0,positive
@arslanraja9706,1,Hats off want to salute u gyzzz<br>U people are doing too much for the youth and future of Pakistan.<br>May Allah help u and grant high reward to both of u in this world and the world here after.,2023-07-14T21:12:12Z,3,0,positive
@user-up9nn8oy7e,1,Good Sir,2023-07-14T10:13:13Z,1,0,positive
@sahebhussain7967,1,Valuable information 🇮🇳🇮🇳👍👍,2023-07-14T07:18:54Z,1,0,positive
@ahil1434,1,Hello sir<br>My name is Ahil <br>I am from India<br>I am 10th grader<br>Can I watch this course<br>Is this helpful for me <br>I am interested in Computer Science,2023-07-14T04:55:46Z,2,0,positive
@ahmedaltaf7681,1,Nice 👍,2023-07-14T03:49:03Z,1,0,positive
@maliaraees1523,1,May ALLAH bless u👌👌 very nice...,2023-07-13T21:22:25Z,1,0,positive
@jahanzaibjillani6537,1,Thank you sir for this beautiful lecture,2023-07-13T20:57:53Z,1,0,positive
@hashmatullahniazi563,1,Sir how can I join this course,2023-07-13T18:18:52Z,1,0,neutral
@successknowledge7196,1,"As - Salam o Alekum I am Shakil Ahmed from KSA <br>I was surfing some videos suddenly I got your veido link so I  just joined your course , I am very impressed with your way of explaining and your service for our new generation and with love thought for Pakistan.  I congratulate you on this effort and I pray that Allah will make you and your team successful in religion and in this world, Amen.",2023-07-13T15:15:28Z,6,0,positive
@salmarehman5654,1,sr apki Ai cource leactur kis name sa hn youtub pher han,2023-07-13T14:34:43Z,1,0,not
@eishanoor4762,1,English km use krn na sir g,2023-07-13T10:55:50Z,1,0,not
@hinahaider9775,1,I really appreciate your efforts to teach us,2023-07-13T08:55:39Z,1,0,positive
@numankhursheed4610,1,They r not teaching anything actually address the importance of AI,2023-07-13T07:23:17Z,1,0,negative
@allhamdullilah5759,1,Sir xeven solutions ma register kasa Ho sakta hn...,2023-07-13T05:15:06Z,1,0,neutral
@qasimatta1517,1,Sir plz explain what is difference between model and API,2023-07-13T04:27:47Z,1,0,neutral
@AryakhanAroo,1,Thank u sir,2023-07-13T02:35:25Z,1,0,positive
@Technical-Sikandar-mangrio,1,Very good,2023-07-12T18:42:25Z,1,0,positive
@ismat18,1,good lecture,2023-07-12T17:00:56Z,1,0,positive
@Technical-Sikandar-mangrio,1,Goood❤,2023-07-12T12:06:54Z,1,0,positive
@shahbhatti2975,1,Sir main nay AJ buhat late ap ka 1st lecture pora suna or main AI sikhana bhi chahti hon Mari English ziyada achi nai or computer skills say related bhi ziyada knowledge nai but main phir bhi sikhana chahti hon Kiya ab main agar Baki lecture Suno ap k AI k to mujhy Kuch faida ho ga?Kiya main yah Sikh Sako gi?  Wasy bayshak Mari education ziyada nai but main jis chiz k bary main finally soch lo k karna hay to Kuch bhi mushkil ho beach main nai chorti plz ap mujhy Kuch guideline day sakty hain or mujhy ap k is course k liy registration bhi karwani hay us ka Kiya tariqa hay,2023-07-12T10:25:48Z,1,0,positive
@mohammadshakeel9590,1,How can we join for physical class???,2023-07-12T03:38:12Z,1,0,neutral
@itsadeelzafar,1,I was late but started watching lectures today.. hopefully will be there soon with others started from start.,2023-07-11T15:27:38Z,1,0,positive
@malik_ibrahim67873,1,Amazing sessions ❤❤,2023-07-11T12:36:01Z,2,0,positive
@ambernaveeed136,1,"<a href=""https://youtu.be/lD-c6QpRZsw"">https://youtu.be/lD-c6QpRZsw</a>",2023-07-11T07:27:11Z,1,0,not
@ArifArif-ew3tz,1,"Can u send date, time &amp; link plz next programme",2023-07-11T05:26:55Z,1,0,neutral
@YourBalloonShow,1,great job sir .. may Allah pak give u rewards for such an amazing sadqa e jaria initiative..,2023-07-11T02:22:42Z,6,0,positive
@sadiahai4542,1,Class kis city n area Bata dain,2023-07-10T22:59:59Z,1,0,neutral
@muhammadjawadaman4442,1,Doing really a great job! 🙌,2023-07-10T20:21:21Z,3,0,positive
@farazalvi3132,1,As salam o alekum thanks for this,2023-07-10T19:46:45Z,1,0,positive
@givemefiveminutes8179,1,"very informative, full of knowledge and terminologies which are very difficult in the beginning but hope we will be familiar with these very soon after attending some more sessions. Thanks a lot.",2023-07-10T19:32:13Z,3,0,positive
@ArifArif-ew3tz,1,Mr Irfan Malik ur email id plz,2023-07-10T18:19:13Z,1,0,not
@hamzaibrahim3407,1,Sir A.o.A me ak mother hoon me be ye course karna chati hoon me Lahore city sy hoon,2023-07-10T18:10:59Z,1,0,positive
@fatinsflavour,1,Or hum house wife bbe hain sir 😂,2023-07-10T16:40:48Z,1,0,not
@MuhammadAnas-kp5zu,1,Very Impressive ❤.,2023-07-10T10:11:59Z,1,0,positive
@user-lm8gu1ng3o,1,AWESOME SIR.. MASHA ALLAH,2023-07-10T05:44:37Z,1,0,positive
@user-lm8gu1ng3o,1,amazing lecture. plz keep continue.. JIZZAK ALLAH,2023-07-10T02:45:40Z,1,0,positive
@nisreenhassan7483,1,May Allah Bless  You and your team.<br>Ameen!!!,2023-07-09T20:44:42Z,1,0,positive
@mobeentariq3381,1,Thank you soo much everyone always stay blessed😍😍,2023-07-09T20:22:58Z,1,0,positive
@user-vl7rb3dx4k,1,❤❤  Nice information,2023-07-09T12:28:18Z,1,0,positive
@AliKhan-xz1dg,1,Excellent work.,2023-07-09T10:31:11Z,1,0,positive
@UbaidUllah-qx9qx,1,Sir g name repeat kar day🎉,2023-07-09T05:35:07Z,1,0,not
@shabbirahmad9888,1,Excellent presentation. I am retired SVP and non computer background and really enjoyed this presentation.,2023-07-09T02:12:18Z,3,2,positive
@kirannoor7984,1,"<a href=""http://www.youtube.com/results?search_query=%23irfan"">#Irfan</a> Malik sir ap kisi web site ka link de skty hain jahan apky sub lectures notes and projects for practice pdf form me mil skty hain ???",2023-07-08T21:09:39Z,1,0,neutral
@AliAbbas-lz4ef,1,Allah pak bless you ❣️ dear sir ❣️,2023-07-08T08:07:16Z,1,0,positive
@hasnainakram1530,1,MashaAllha great effort,2023-07-07T22:01:03Z,1,0,positive
@guidelinesforlearners1460,1,"If you say ChatGPT (Data Entry Process) has stopped since 2021, then how is it possible each and every organization still use ChatGPT. If they know ChatGPT does not provide accurate information about the current situation",2023-07-07T17:39:25Z,1,0,negative
@ahmadkamalmughal6349,1,The great sheraz naseer,2023-07-07T12:29:28Z,1,0,positive
@harsimranjeetsingh7538,1,What is the pre requisite knowledge that I must have to learn all this?,2023-07-07T09:50:47Z,1,0,neutral
@HarisAliBE--,1,"Assalam u alaikum sir Irfan Malik &amp; his team, thank you for your invaluable contribution to teaching AI to Pakistanis for free on YouTube. Your generosity is truly appreciated.💯❤",2023-07-07T05:31:54Z,48,3,positive
@HarisAliBE--,1,Thank you sir for this video😇,2023-07-07T05:28:44Z,1,0,positive
@globalfarmswanhar1,1,میں یو ٹیوب پر فالو کر رہا ہوں اور کمیونٹی  میں بھی شامل ہوں لیکن میں نے کورس کو سائن اپ نہیں کیا تھا اور اب اس کا آپشن نہیں۔ کیا مجھے سرٹیفیکیٹ نہیں ملے گا,2023-07-07T05:05:36Z,1,0,negative
@muzammalhussain3163,1,MashaAllah May Almighty Allah bless you all.,2023-07-06T17:26:13Z,1,0,positive
@usamayaseen6168,1,Amazing work,2023-07-06T11:04:44Z,1,0,positive
@muhammadzohaib-jj8eb,1,thank you sir,2023-07-06T10:40:29Z,2,0,positive
@mr.kamiofficial4973,1,Bhai free courses btata,2023-07-06T10:27:26Z,1,0,not
@azharali5933,1,How do we register in this physical course and what is the fee?,2023-07-06T06:06:56Z,1,1,neutral
@asmotivationalenglishguide3198,1,Thanku sir I am very interesting,2023-07-06T02:57:41Z,1,0,positive
@H..writes7085,1,Great effort,2023-07-05T23:49:42Z,1,0,positive
@RS-rc1gn,1,sir mra q hy hm kesy is se benifit ly skty hy kia hm earn kr skty hy is course k bad,2023-07-05T21:44:47Z,1,0,not
@RS-rc1gn,1,is this ful course is available on youtube,2023-07-05T21:38:18Z,1,0,neutral
@GhGh-km6ln,1,I want to know that the videos on youtube related to ai course   and the people registered for this course are delivered same content,2023-07-05T18:20:04Z,1,0,neutral
@hithopemarketing237,1,Aslam o alaikum<br>My Question Is here. <br>Sir Hum agar Affiliate Marketing karate Hain aur ye chahte Hain k AI Hume Humari products ke bare main aesa article de Jo k Kam time main ek details article de magar woh Humari Marzi means k humre mind ke mutabik ho ai apni information SE Kisi book ya Kisi website article na de? To hum yeh kese Karwain Gai?,2023-07-05T18:14:54Z,2,0,not
@sadawrites,1,Good to see that someone help to educate us. I’m very interested when this ai challenges begin. ❤,2023-07-05T15:18:25Z,7,0,positive
@ghameesahoor7103,1,Really amazing sir<br>Thanks a million ❤,2023-07-05T10:01:51Z,1,0,positive
@muhammadzohaib-jj8eb,1,good lecture,2023-07-05T08:51:07Z,2,0,positive
@salmarehman5654,1,sr humy or zada sekhayen,2023-07-05T06:08:50Z,1,0,not
@hellog4596,1,Thanks Mr irfan and thanks to all team behind u special thanks to Dr sab his name i dnt know love you Jazak Allah,2023-07-05T02:43:03Z,1,0,positive
@Wildlife416,1,thank U so much sir,2023-07-04T17:54:23Z,1,0,positive
@arifbaig3077,1,Can a simple graduate person understand the ai n cmplete the course,2023-07-04T14:27:25Z,1,0,neutral
@MuhammadUsman-pv8st,1,Sir ab registration ho sakti hay,2023-07-04T13:34:11Z,1,0,neutral
@MuhammadRehan-yw8po,1,EXCELLENT WAY OF EXPLAINING. EXPLAINING THROUGH STORIES . BRILLIANT WAY SIR,2023-07-04T12:38:53Z,2,0,positive
@amranauman557,1,Thanks sir,2023-07-04T09:52:09Z,1,0,positive
@MuhammadUsman-pv8st,1,"Assalamualaikum sir , sir classes Zoom app par meting ho sakti han, aghr ho sakti han please guide and inform",2023-07-04T06:31:28Z,1,0,neutral
@laibaashraf1800,1,@Sir Irfan Malik is the  future hero of Pakistan in sha Allah,2023-07-04T06:25:17Z,1,0,positive
@rafiafasi2794,1,Jazakallah,2023-07-04T04:12:03Z,1,0,neutral
@reflectedthoughts3376,1,I have just seen the video but have nothing practically at hand,2023-07-04T03:28:23Z,1,0,neutral
@reflectedthoughts3376,1,"I have much interest in this course, how can we access the exercises?",2023-07-04T03:27:58Z,1,0,positive
@muhammadAdnan-ib3kd,1,sound is quite low,2023-07-04T00:09:53Z,1,0,negative
@JavedIqbal-cc2ws,1,Good learning,2023-07-03T21:52:22Z,1,0,positive
@engrrashid1977,1,Sir ye AI course karne k Baad kis qabil ban jaen ge??,2023-07-02T20:31:57Z,1,0,neutral
@Maham-yz7wy,1,You are a GEM 💎 .,2023-07-02T18:24:32Z,2,0,positive
@FaisalJavid,1,"Algorithm : steps of predefined steps that perform a tasks.<br>Model: model is trained on data, it can surprise us with the response.",2023-07-02T05:28:38Z,2,0,neutral
@asifsiddiqui6036,1,"God bless you, sir, well done  ❤",2023-07-01T19:47:16Z,1,0,positive
@laibarafi9522,1,Asalam o allikum sir <br>sir online walon ko kyse assignment mily gi please bta dain<br>🥰jazak Allah,2023-07-01T17:11:51Z,1,0,neutral
@e-learnerhub,1,Both of  you working very well but here  i want to request you share some pfd notes regarding your every session then it would be very helpful for reinforcement of Al Content for new learners.,2023-07-01T11:55:14Z,4,1,positive
@mansoorurrehman6992,1,Salam how to get registered with u for projects??,2023-07-01T08:05:30Z,1,0,neutral
@ZeroPointWS,1,"AOA brother. Appreciate your efforts and guidance.... inshallah, I am with you through out course and inshallah share in my all social media...how can I display it&#39;s link at my website???",2023-07-01T03:19:04Z,1,0,positive
@syedsaoodmian9354,1,"Sir, kis bande ke liyen he ye course",2023-06-30T17:55:07Z,1,0,neutral
@marwa_qasim,1,"<a href=""https://www.youtube.com/watch?v=3tDE4hDaYgw&amp;t=1m09s"">1:09</a>",2023-06-30T17:25:33Z,1,0,the
@sarwar.shahkot,1,"Great effort to explain AI concepts, ❤❤❤",2023-06-30T17:08:03Z,1,0,positive
@farahanjum8393,1,💜,2023-06-30T03:27:51Z,1,0,positive
@Asmakhan-uk4lk,1,Asslam o alaikum sir screen clear ni hy.,2023-06-29T22:17:32Z,1,0,negative
@vaibhavkataria8512,1,Thanks from India,2023-06-29T18:33:41Z,1,0,positive
@marwa_qasim,1,"Sir mera question ya hain ka hum baby chat gpt ko aik full AGI kesa banay <a href=""https://www.youtube.com/watch?v=3tDE4hDaYgw&amp;t=34m10s"">34:10</a>",2023-06-29T03:37:55Z,2,0,neutral
@nadiransari7369,1,"Sir, great work for poor learners. Allah bless you, Jazak Allah",2023-06-28T23:55:53Z,1,0,positive
@tehniat4669,1,"Sir , mn register ne hova start sa ab ksa  krskty ay, r tasks etc ksa milsky gy.",2023-06-28T05:19:38Z,1,0,not
@tehniat4669,1,"Nice sir , jazakllah.",2023-06-28T05:18:19Z,1,0,positive
@Quran_TV786.,1,Sir very nice God bless you always happy life serve you and your family inshallah ❤️,2023-06-27T21:48:23Z,1,0,positive
@user-gc5pt2nf3h,1,Informative,2023-06-27T17:40:57Z,1,0,not
@aamirmustafa4864,1,Videos of Lectures 7-10 are not uploaded into this list yet. Please update the list. thanks,2023-06-27T12:21:32Z,1,0,negative
@umer-shaheen,1,JazakAllah ❤️❤️❤️,2023-06-27T11:26:50Z,1,0,positive
@ZeeshanMirza1972,1,"time <a href=""https://www.youtube.com/watch?v=3tDE4hDaYgw&amp;t=1m22s"">1:22</a>: It means E-Commerce Store will be the highest beneficiaries of AI?",2023-06-27T09:22:57Z,1,0,neutral
@asianadeem4604,1,Sir mujhay phisical class leni hy ap se plz tell how to join it,2023-06-27T05:08:32Z,1,0,neutral
@firearmsGaming152,1,Tnx a lot sir,2023-06-26T16:30:01Z,1,0,positive
@user-ye9mg4xq3g,1,sir the main problem i face is that i learn skills but couldnot find any idea how to earn with that skill,2023-06-26T11:27:26Z,1,0,negative
@asifjavaidkhan,1,Jo Children&#39;s abi 9th-10th me hn.unko be guide kary ke AI me success keley konci Subject read kary.tahky unka time waste na ho.😢😢😢😢,2023-06-26T08:56:43Z,1,0,negative
@AmmadAli-fm9dj,1,Respected Teacher thank you soo much....,2023-06-25T19:39:23Z,1,0,positive
@user-sl8im7hq5b,1,Thanks,2023-06-25T17:41:11Z,1,0,positive
@digiexpert-wf9qp,1,YEAH SIR you are amazing and i want to learn AI from you continously inshaALLAH,2023-06-25T14:12:02Z,2,0,positive
@darakhshaali8550,1,Great innitiative,2023-06-25T13:10:32Z,1,0,positive
@nazujan1388,1,I shared to all my friends who are wasting their time on FB ticktok etc,2023-06-25T10:49:03Z,1,0,negative
@ustadasghardardi5235,1,Ya Allah hmaray mulk Pakistan ki khair farma Aameen 🤲🙏,2023-06-25T05:52:43Z,1,0,positive
@muhammadkhudadad1176,1,MashAllah 💯 Great Effort and Good Course,2023-06-25T04:24:33Z,4,0,positive
@007BondFamily,1,Excellent,2023-06-25T02:45:40Z,1,0,positive
@srikantagouda.6781,1,Hello Sir...<br>I just saw this video ..how can I register in your portal..now the deadline already gone..could you please sir guide me ..or anyone assist me here..,2023-06-24T19:15:50Z,1,0,neutral
@kmahmood8040,1,"Dear Irfan sahib and Doctor sahib, Is it possible for you to use flow charts, mind maps and diagrams to give a holistic picture and relationships of AI its divisions and subdivisions.",2023-06-24T16:19:23Z,2,1,neutral
@Smiling-teeth,1,Sir complete watch krna ka bad mjha asa lga jasa ma physical class la rha hoen,2023-06-24T15:07:44Z,1,0,positive
@Smiling-teeth,1,Wow sir❤❤❤,2023-06-24T15:07:04Z,1,0,positive
@asifgfxdesigner3361,1,I think pakistan ka live fotball match dekny se mere lye ye bhter hai,2023-06-24T12:17:37Z,1,0,positive
@Shake0913,1,Mujay Tou Kuch bhi nhi aata<br>Ab a gya ha ❤,2023-06-24T11:53:52Z,1,0,positive
@aroobajabbar9155,1,hum live kesay join lr saktay is course ko?,2023-06-24T11:30:47Z,1,0,neutral
@umermuhammad8087,1,Please start basic course for quantum computing as well.,2023-06-24T10:42:19Z,1,0,positive
@abid6827,1,"MashaAllah,Malik sb",2023-06-24T07:25:42Z,1,0,neutral
@aurapklhr,1,I got to know late about this nice course but i am now following recorded lectures,2023-06-24T06:22:02Z,2,0,positive
@muhammadshakeel2535,1,"For the first time, I saw a course that is worth watching",2023-06-24T03:11:13Z,3,0,positive
@muhammadshakeel2535,1,Love you teachers,2023-06-24T03:10:19Z,1,0,positive
@TassawerNaqvi-wn6pn,1,Asalamoalik sir your methad is so good and easy sir mujay boat zyada zrurat ha ma koi skil sekhna chati ta ky apny halat badal sakuo or apni family ko sport kar sakun .kun ky mujy bohat zyada zrurat ha kindly ap bty.,2023-06-24T03:04:47Z,1,0,positive
@azhariqbal1390,1,I really appreciate that Irfan Malik is REPEATING the questions before answering them. That shows his concern for the audience and his attention to detail.,2023-06-23T19:57:55Z,9,0,positive
@aurapklhr,1,Unable to register error on website,2023-06-23T18:42:49Z,1,0,negative
@zainabva8674,1,How can register,2023-06-23T16:07:25Z,1,0,neutral
@sabihakousar1345,1,A o a if I want to get online classes may you give online like zoom?,2023-06-23T15:57:48Z,1,0,neutral
@ShahzadAhmeD-rt9ni,1,Jab legend teacher hon to her student legend ban sakta hai   mashallah behtren lecture sir.  Apki bari mehrbani jo apne hamare leye itni mehnat kerke ache se basic se samjhaya.  God bless you sir   insha&#39;Allah hum her kadam par apke sath chalenge insha&#39;Allah azwajal,2023-06-23T14:15:47Z,0,0,positive
@user-xz4mq2wh3s,1,Sir!! How can I join now!!,2023-06-23T09:11:49Z,0,0,neutral
@ngrupdates7090,1,Sir g 2022 tak i mean jitnay b application h wo saray supervised hai?,2023-06-23T06:45:03Z,0,0,not
@user-xw9cr7lp8f,1,Thanks sir for sharing such great information <br>about computer.🙂,2023-06-23T05:59:36Z,0,0,positive
@user-is6ml9lm2e,1,Sir there are only 1to6 lectures  available on YouTube?,2023-06-23T05:51:15Z,0,0,neutral
@danishsaleem7214,1,U r the assets of Pakistan and proud of Pakistan,2023-06-22T18:17:43Z,0,0,positive
@danishsaleem7214,1,I really appreciated sir Irfan Malik Shb and Dr Shb mjh Naam nhi pta Dr Shb ka very great,2023-06-22T18:17:11Z,1,0,positive
@AmirAli-nd2qb,1,Mashallha very learning,2023-06-22T11:24:32Z,1,0,positive
@ABCDEF3881,1,Plz register my email for online classes and send me the tasks accordingly thanks. Thumbs up,2023-06-22T10:36:18Z,1,0,positive
@muhammad313islamicstatus,1,Thanks sir❤,2023-06-22T09:03:09Z,1,0,positive
@cutebaby77866,1,sir me be computer nai prha but Masters kiya hua ha. mje cheezen smjh a rai hain. kindly mje btaen agar programming etc ya coding nai aati to kya hmaary leay kch ha is course me?,2023-06-22T07:45:55Z,1,0,neutral
@niazgondal7353,1,M Niaz,2023-06-22T07:30:15Z,1,0,not
@AnilaAzam-zc6xc,1,plz someone explain me what is eligibility criteria for learning AI i mean educational background plzz,2023-06-22T06:42:47Z,1,0,neutral
@shivani_dhaakad,1,Kon kon India se dekh rahe hai 😇,2023-06-22T05:30:28Z,2,0,positive
@shivani_dhaakad,1,I am from India<br>But kuch nya sikhne ke liye ye depend nhi krta aap kaha se hai...<br>Thank you sir...<br>Well explained <br>Jai hind 👏🧡🤍💚,2023-06-22T05:27:37Z,2,2,positive
@sohail735,1,Allah help Your Team. for help us,2023-06-21T21:47:03Z,1,0,positive
@faisalkhawar3147,1,Great efforts. This is the real leadership. 👌,2023-06-21T20:43:20Z,8,0,positive
@YounusKhan-ei7xc,1,Asslam o alikum<br>Sir mene aj k din SE properly AI ka course start kia he ..<br>Afsos yeah he k 1st day SE apk sath nhi chal ska😢<br>Due to exams...<br>But ab in sha Allah... daily basis pe hard working k through I hope k me bht jald....apk sath chal sko ga<br>Bht maza Aya aj ki class me...<br>Or beach beach me apki or sir sheraz ki maze maze ki bate😂<br>Really appreciated ❤,2023-06-21T19:32:07Z,1,0,positive
@farrukhtahir7903,1,Salam Email Se register kaise ho sakte hain ? Tasks ko pora Karne ke liye,2023-06-21T19:30:56Z,1,0,neutral
@user-vq7jf8pl9q,1,Salam jazak Allah,2023-06-21T18:52:43Z,1,0,neutral
@manahil759,1,We want more videos,2023-06-21T18:02:32Z,1,0,positive
@salmanali161,1,"Salam sir,kya AI ko sekhny k lye programming skhna zaroori hy ya AI khud ek programming hy,kindly is py kuch information share kr dy.",2023-06-21T15:32:27Z,1,0,neutral
@owaisshah-dw1yz,1,the way irfan sir lecture jitne asan alfaz me aram aram se bilkul ghussa dia hai dimagh me what why how or phir basic concepts allah bless you irfan bhai and team you are amazing mashallah<br>🖤,2023-06-21T12:25:03Z,1,0,positive
@dawoodsaghir2781,1,Well 👍,2023-06-21T10:36:48Z,0,0,positive
@khanangry8830,1,no any AI robot can&#39;t beat human intellectuality ever.,2023-06-21T08:46:54Z,1,0,negative
@khanangry8830,1,Ap AI tools use krna sikha rahy ya developing sikha rahy?,2023-06-21T08:43:37Z,1,0,neutral
@Jays1khan,1,apka bohat shukria jo ap free course krwa rahe hain...Allah apko jaza de! and special gratitude to Dr. Javed Iqbal who is the core reason of this initiative.,2023-06-20T18:26:33Z,5,1,positive
